date,campaign_id,campaign_name,platform,spend,impressions,clicks,conversions,revenue
2025-11-24,campaign_75,Meta Campaign 75,meta,657.84,73665,825,28,3475.26
2025-11-25,campaign_75,Meta Campaign 75,meta,725.16,89513,1596,38,3544.11
2025-11-26,campaign_75,Meta Campaign 75,meta,660.84,74338,1053,31,2964.05
2025-11-27,campaign_75,Meta Campaign 75,meta,747.23,95045,902,32,4409.32
2025-11-28,campaign_75,Meta Campaign 75,meta,635.57,68761,1363,33,5003.62
2025-11-29,campaign_75,Meta Campaign 75,meta,581.6,67741,1150,27,1197.0
2025-11-30,campaign_75,Meta Campaign 75,meta,588.05,69250,920,20,719.58
2025-12-01,campaign_75,Meta Campaign 75,meta,754.7,96954,1559,11,309.05
2025-12-02,campaign_75,Meta Campaign 75,meta,752.2,96312,1198,30,1247.87
2025-12-03,campaign_75,Meta Campaign 75,meta,683.36,79491,1111,26,1039.3
2025-12-04,campaign_75,Meta Campaign 75,meta,758.94,98046,1532,34,4737.48
2025-12-05,campaign_75,Meta Campaign 75,meta,753.12,96549,1335,28,1356.48
2025-12-06,campaign_75,Meta Campaign 75,meta,654.88,85886,1561,36,1524.95
2025-12-07,campaign_75,Meta Campaign 75,meta,638.34,81603,1114,31,2183.36
2025-12-08,campaign_75,Meta Campaign 75,meta,737.99,92709,1469,53,4620.42
2025-12-09,campaign_75,Meta Campaign 75,meta,759.65,98229,1583,37,4242.47
2025-12-10,campaign_75,Meta Campaign 75,meta,684.43,79740,1309,6,683.17
2025-12-11,campaign_75,Meta Campaign 75,meta,846.1,121860,1675,30,1246.66
2025-12-12,campaign_75,Meta Campaign 75,meta,752.22,96319,1753,49,4020.22
2025-12-13,campaign_75,Meta Campaign 75,meta,624.95,78216,1477,15,1320.62
2025-12-14,campaign_75,Meta Campaign 75,meta,597.96,71605,1007,13,1149.03
2025-12-15,campaign_75,Meta Campaign 75,meta,706.5,84967,1435,38,2879.19
2025-12-16,campaign_75,Meta Campaign 75,meta,846.31,121920,1604,22,1664.95
2025-12-17,campaign_75,Meta Campaign 75,meta,694.62,82133,1253,26,3733.68
2025-12-18,campaign_75,Meta Campaign 75,meta,876.82,130869,2600,45,4360.88
2025-12-19,campaign_75,Meta Campaign 75,meta,774.61,102138,2073,23,2120.54
2025-11-20,campaign_76,Google Campaign 76,google,600.48,105966,2580,166,18924.31
2025-11-21,campaign_76,Google Campaign 76,google,679.3,135608,3924,145,16739.86
2025-11-22,campaign_76,Google Campaign 76,google,575.22,114395,2885,85,8315.75
2025-11-23,campaign_76,Google Campaign 76,google,399.02,55047,1384,46,5277.16
2025-11-24,campaign_76,Google Campaign 76,google,699.36,143738,5099,67,5620.61
2025-11-25,campaign_76,Google Campaign 76,google,614.52,110979,3688,135,18498.21
2025-11-26,campaign_76,Google Campaign 76,google,791.38,184050,5454,200,9641.42
2025-11-27,campaign_76,Google Campaign 76,google,717.12,151130,4994,88,3608.02
2025-11-28,campaign_76,Google Campaign 76,google,668.38,131283,4681,184,5452.64
2025-11-29,campaign_76,Google Campaign 76,google,636.14,139911,5259,153,12915.07
2025-11-30,campaign_76,Google Campaign 76,google,620.04,132916,3939,106,7006.73
2025-12-01,campaign_76,Google Campaign 76,google,730.61,156867,5091,164,18649.85
2025-12-02,campaign_76,Google Campaign 76,google,560.31,92262,2025,83,7346.7
2025-12-03,campaign_76,Google Campaign 76,google,691.51,140526,4517,185,17511.23
2025-12-04,campaign_76,Google Campaign 76,google,712.73,149283,4346,142,22583.72
2025-12-05,campaign_76,Google Campaign 76,google,607.02,108285,3423,83,2696.61
2025-12-06,campaign_76,Google Campaign 76,google,612.45,129682,3630,104,10138.24
2025-12-07,campaign_76,Google Campaign 76,google,576.77,115015,4573,230,14457.43
2025-12-08,campaign_76,Google Campaign 76,google,738.68,160353,5359,169,11521.91
2025-12-09,campaign_76,Google Campaign 76,google,634.22,118205,3883,57,6815.58
2025-12-10,campaign_76,Google Campaign 76,google,648.99,123779,2612,93,4218.85
2025-12-11,campaign_76,Google Campaign 76,google,635.24,118587,3665,107,8366.65
2025-12-12,campaign_76,Google Campaign 76,google,579.54,98703,3083,150,13424.47
2025-12-13,campaign_76,Google Campaign 76,google,549.36,104340,3549,179,13072.43
2025-12-14,campaign_76,Google Campaign 76,google,501.22,86856,2437,103,14293.88
2025-12-15,campaign_76,Google Campaign 76,google,647.73,123297,3853,95,11790.96
2025-12-16,campaign_76,Google Campaign 76,google,719.31,152053,4778,189,13085.89
2025-12-17,campaign_76,Google Campaign 76,google,647.18,123086,3096,79,3257.89
2025-12-18,campaign_76,Google Campaign 76,google,530.68,82761,1515,22,2667.95
2025-12-19,campaign_76,Google Campaign 76,google,696.91,142731,3920,138,7731.01
2025-11-20,campaign_77,Tiktok Campaign 77,tiktok,794.4,150239,1326,16,1374.61
2025-11-21,campaign_77,Tiktok Campaign 77,tiktok,737.5,129487,1251,15,2096.62
2025-11-22,campaign_77,Tiktok Campaign 77,tiktok,504.03,71153,964,11,628.68
2025-11-23,campaign_77,Tiktok Campaign 77,tiktok,643.08,115826,1138,18,2249.93
2025-11-24,campaign_77,Tiktok Campaign 77,tiktok,637.1,96631,798,12,985.88
2025-11-25,campaign_77,Tiktok Campaign 77,tiktok,704.8,118258,1407,24,2230.38
2025-11-26,campaign_77,Tiktok Campaign 77,tiktok,666.83,105860,926,13,613.76
2025-11-27,campaign_77,Tiktok Campaign 77,tiktok,660.02,103708,892,11,1630.84
2025-11-28,campaign_77,Tiktok Campaign 77,tiktok,655.21,102202,1195,21,1719.14
2025-11-29,campaign_77,Tiktok Campaign 77,tiktok,650.49,118511,1138,10,823.47
2025-11-30,campaign_77,Tiktok Campaign 77,tiktok,696.23,135764,1412,11,1311.12
2025-12-01,campaign_77,Tiktok Campaign 77,tiktok,715.33,121818,1168,21,2946.59
2025-12-02,campaign_77,Tiktok Campaign 77,tiktok,663.37,104763,1156,9,852.84
2025-12-03,campaign_77,Tiktok Campaign 77,tiktok,669.32,106651,1669,37,4869.33
2025-12-04,campaign_77,Tiktok Campaign 77,tiktok,854.35,173769,1211,17,2112.2
2025-12-05,campaign_77,Tiktok Campaign 77,tiktok,607.67,87909,1164,20,3204.8
2025-12-06,campaign_77,Tiktok Campaign 77,tiktok,614.47,105750,922,8,671.95
2025-12-07,campaign_77,Tiktok Campaign 77,tiktok,640.97,115066,873,18,1212.88
2025-12-08,campaign_77,Tiktok Campaign 77,tiktok,641.96,98111,1030,15,1767.58
2025-12-09,campaign_77,Tiktok Campaign 77,tiktok,626.6,93471,950,14,1576.87
2025-12-10,campaign_77,Tiktok Campaign 77,tiktok,684.7,111609,1379,17,1351.25
2025-12-11,campaign_77,Tiktok Campaign 77,tiktok,718.52,122906,1560,34,2087.26
2025-12-12,campaign_77,Tiktok Campaign 77,tiktok,777.41,143881,1194,15,663.25
2025-12-13,campaign_77,Tiktok Campaign 77,tiktok,617.0,106623,873,20,733.57
2025-12-14,campaign_77,Tiktok Campaign 77,tiktok,661.42,122529,1602,25,2228.99
2025-12-15,campaign_77,Tiktok Campaign 77,tiktok,596.52,84714,729,9,765.63
2025-12-16,campaign_77,Tiktok Campaign 77,tiktok,772.91,142220,1198,21,2417.07
2025-12-17,campaign_77,Tiktok Campaign 77,tiktok,734.2,128328,1403,24,1767.62
2025-12-18,campaign_77,Tiktok Campaign 77,tiktok,722.4,124239,1365,29,2095.12
2025-12-19,campaign_77,Tiktok Campaign 77,tiktok,722.11,124139,1207,22,2528.2
2025-11-20,campaign_78,Snapchat Campaign 78,snapchat,306.34,40404,280,2,77.9
2025-11-21,campaign_78,Snapchat Campaign 78,snapchat,290.16,36249,419,3,225.23
2025-11-22,campaign_78,Snapchat Campaign 78,snapchat,268.11,36410,340,3,163.58
2025-11-23,campaign_78,Snapchat Campaign 78,snapchat,249.63,31563,327,3,292.91
2025-11-24,campaign_78,Snapchat Campaign 78,snapchat,320.85,44322,237,3,308.87
2025-11-25,campaign_78,Snapchat Campaign 78,snapchat,272.18,31896,285,2,116.39
2025-11-26,campaign_78,Snapchat Campaign 78,snapchat,309.94,41358,296,4,645.74
2025-11-27,campaign_78,Snapchat Campaign 78,snapchat,288.01,35713,203,1,44.19
2025-11-28,campaign_78,Snapchat Campaign 78,snapchat,341.23,50133,358,4,305.75
2025-11-29,campaign_78,Snapchat Campaign 78,snapchat,275.66,38488,354,4,423.59
2025-11-30,campaign_78,Snapchat Campaign 78,snapchat,285.14,41183,307,3,242.21
2025-12-01,campaign_78,Snapchat Campaign 78,snapchat,335.7,48520,459,3,388.47
2025-12-02,campaign_78,Snapchat Campaign 78,snapchat,332.7,47658,467,8,412.71
2025-12-03,campaign_78,Snapchat Campaign 78,snapchat,356.76,54800,438,5,776.14
2025-12-04,campaign_78,Snapchat Campaign 78,snapchat,321.33,44455,305,3,461.61
2025-12-05,campaign_78,Snapchat Campaign 78,snapchat,311.99,41909,312,3,243.15
2025-12-06,campaign_78,Snapchat Campaign 78,snapchat,239.43,29037,176,2,163.31
2025-12-07,campaign_78,Snapchat Campaign 78,snapchat,282.62,40458,249,1,42.06
2025-12-08,campaign_78,Snapchat Campaign 78,snapchat,271.56,31751,192,2,225.19
2025-12-09,campaign_78,Snapchat Campaign 78,snapchat,340.98,50057,388,7,408.92
2025-12-10,campaign_78,Snapchat Campaign 78,snapchat,316.98,43258,424,2,113.28
2025-12-11,campaign_78,Snapchat Campaign 78,snapchat,359.95,55784,457,2,282.42
2025-12-12,campaign_78,Snapchat Campaign 78,snapchat,362.95,56718,502,6,763.63
2025-12-13,campaign_78,Snapchat Campaign 78,snapchat,306.92,47713,270,3,178.58
2025-12-14,campaign_78,Snapchat Campaign 78,snapchat,264.2,35355,465,3,147.6
2025-12-15,campaign_78,Snapchat Campaign 78,snapchat,292.25,36772,289,2,157.33
2025-12-16,campaign_78,Snapchat Campaign 78,snapchat,324.75,45405,389,4,207.64
2025-12-17,campaign_78,Snapchat Campaign 78,snapchat,345.78,51476,499,6,753.39
2025-12-18,campaign_78,Snapchat Campaign 78,snapchat,327.87,46283,286,3,326.01
2025-12-19,campaign_78,Snapchat Campaign 78,snapchat,364.34,57153,582,5,664.67
2025-11-20,campaign_79,Linkedin Campaign 79,linkedin,761.22,59355,270,6,771.1
2025-11-21,campaign_79,Linkedin Campaign 79,linkedin,923.36,87334,532,6,589.13
2025-11-22,campaign_79,Linkedin Campaign 79,linkedin,744.76,66843,356,8,787.93
2025-11-23,campaign_79,Linkedin Campaign 79,linkedin,577.19,40147,198,3,442.0
2025-11-24,campaign_79,Linkedin Campaign 79,linkedin,562.33,32390,190,4,495.27
2025-11-25,campaign_79,Linkedin Campaign 79,linkedin,860.13,75782,450,9,259.76
2025-11-26,campaign_79,Linkedin Campaign 79,linkedin,801.65,65827,306,6,667.69
2025-11-27,campaign_79,Linkedin Campaign 79,linkedin,923.12,87289,364,10,1222.48
2025-11-28,campaign_79,Linkedin Campaign 79,linkedin,904.59,83819,296,3,199.18
2025-11-29,campaign_79,Linkedin Campaign 79,linkedin,681.95,56044,271,5,266.0
2025-11-30,campaign_79,Linkedin Campaign 79,linkedin,751.75,68103,297,4,419.48
2025-12-01,campaign_79,Linkedin Campaign 79,linkedin,780.07,62330,404,6,714.11
2025-12-02,campaign_79,Linkedin Campaign 79,linkedin,920.42,86779,468,11,586.25
2025-12-03,campaign_79,Linkedin Campaign 79,linkedin,811.25,67413,360,2,152.21
2025-12-04,campaign_79,Linkedin Campaign 79,linkedin,897.24,82462,624,11,1017.8
2025-12-05,campaign_79,Linkedin Campaign 79,linkedin,831.04,70743,411,6,703.21
2025-12-06,campaign_79,Linkedin Campaign 79,linkedin,854.62,88017,401,10,1160.11
2025-12-07,campaign_79,Linkedin Campaign 79,linkedin,729.72,64171,402,6,200.68
2025-12-08,campaign_79,Linkedin Campaign 79,linkedin,898.12,82625,534,10,765.1
2025-12-09,campaign_79,Linkedin Campaign 79,linkedin,859.24,75625,423,6,514.16
2025-12-10,campaign_79,Linkedin Campaign 79,linkedin,751.14,57794,283,4,380.89
2025-12-11,campaign_79,Linkedin Campaign 79,linkedin,693.59,49277,271,2,102.51
2025-12-12,campaign_79,Linkedin Campaign 79,linkedin,905.19,83931,451,11,734.78
2025-12-13,campaign_79,Linkedin Campaign 79,linkedin,717.42,62025,276,6,579.13
2025-12-14,campaign_79,Linkedin Campaign 79,linkedin,811.72,79402,447,10,490.52
2025-12-15,campaign_79,Linkedin Campaign 79,linkedin,636.59,41510,179,2,292.5
2025-12-16,campaign_79,Linkedin Campaign 79,linkedin,699.82,50166,156,0,0.0
2025-12-17,campaign_79,Linkedin Campaign 79,linkedin,875.79,78566,342,4,180.59
2025-12-18,campaign_79,Linkedin Campaign 79,linkedin,869.44,77432,487,13,618.13
2025-12-19,campaign_79,Linkedin Campaign 79,linkedin,842.58,72721,364,9,635.71
2025-11-20,campaign_80,Meta Campaign 80,meta,513.43,71884,979,30,1211.45
2025-11-21,campaign_80,Meta Campaign 80,meta,475.63,61689,1242,31,4102.44
2025-11-22,campaign_80,Meta Campaign 80,meta,401.43,51698,856,21,1347.85
2025-11-23,campaign_80,Meta Campaign 80,meta,423.04,57412,941,19,639.15
2025-11-24,campaign_80,Meta Campaign 80,meta,399.86,43599,641,6,584.01
2025-11-25,campaign_80,Meta Campaign 80,meta,443.29,53586,768,24,2407.12
2025-11-26,campaign_80,Meta Campaign 80,meta,483.86,63842,1093,33,3442.2
2025-11-27,campaign_80,Meta Campaign 80,meta,501.37,68548,987,50,1663.97
2025-11-28,campaign_80,Meta Campaign 80,meta,493.3,66357,920,21,2584.85
2025-11-29,campaign_80,Meta Campaign 80,meta,370.58,44057,584,8,790.58
2025-11-30,campaign_80,Meta Campaign 80,meta,408.01,53407,784,11,1178.03
2025-12-01,campaign_80,Meta Campaign 80,meta,468.8,59931,822,24,1689.68
2025-12-02,campaign_80,Meta Campaign 80,meta,492.32,66095,931,26,2205.08
2025-12-03,campaign_80,Meta Campaign 80,meta,458.89,57423,591,15,1608.09
2025-12-04,campaign_80,Meta Campaign 80,meta,454.88,56423,619,17,1796.74
2025-12-05,campaign_80,Meta Campaign 80,meta,525.51,75305,1300,30,1214.49
2025-12-06,campaign_80,Meta Campaign 80,meta,313.93,31617,595,20,1715.25
2025-12-07,campaign_80,Meta Campaign 80,meta,364.75,42681,495,11,574.58
2025-12-08,campaign_80,Meta Campaign 80,meta,529.88,76564,1342,39,3896.5
2025-12-09,campaign_80,Meta Campaign 80,meta,551.16,82836,1456,45,3910.0
2025-12-10,campaign_80,Meta Campaign 80,meta,463.56,58597,717,17,2279.01
2025-12-11,campaign_80,Meta Campaign 80,meta,481.8,63299,1156,19,1415.04
2025-12-12,campaign_80,Meta Campaign 80,meta,461.76,58144,735,23,1687.19
2025-12-13,campaign_80,Meta Campaign 80,meta,421.73,57058,586,14,1202.04
2025-12-14,campaign_80,Meta Campaign 80,meta,367.1,43232,546,3,273.05
2025-12-15,campaign_80,Meta Campaign 80,meta,451.37,55557,608,18,1080.36
2025-12-16,campaign_80,Meta Campaign 80,meta,372.71,37881,385,11,866.88
2025-12-17,campaign_80,Meta Campaign 80,meta,516.11,72635,1033,13,1198.17
2025-12-18,campaign_80,Meta Campaign 80,meta,459.0,57452,687,23,2377.0
2025-12-19,campaign_80,Meta Campaign 80,meta,369.56,37243,557,17,2645.8
2025-11-20,campaign_81,Google Campaign 81,google,494.23,109737,3479,171,12791.37
2025-11-21,campaign_81,Google Campaign 81,google,470.69,99532,2085,85,3179.12
2025-11-22,campaign_81,Google Campaign 81,google,358.51,67930,1457,42,5452.13
2025-11-23,campaign_81,Google Campaign 81,google,370.14,72412,1866,55,5652.51
2025-11-24,campaign_81,Google Campaign 81,google,543.22,132568,4239,149,15850.67
2025-11-25,campaign_81,Google Campaign 81,google,481.34,104089,2473,58,6936.3
2025-11-26,campaign_81,Google Campaign 81,google,479.08,103113,2820,184,25548.88
2025-11-27,campaign_81,Google Campaign 81,google,482.11,104419,2953,54,7299.4
2025-11-28,campaign_81,Google Campaign 81,google,395.28,70195,2364,41,6130.31
2025-11-29,campaign_81,Google Campaign 81,google,365.21,70495,2756,45,2344.41
2025-11-30,campaign_81,Google Campaign 81,google,359.26,68216,1965,97,14268.66
2025-12-01,campaign_81,Google Campaign 81,google,468.59,98645,3485,131,10557.96
2025-12-02,campaign_81,Google Campaign 81,google,375.69,63409,2210,82,7022.43
2025-12-03,campaign_81,Google Campaign 81,google,395.94,70427,1871,36,4234.31
2025-12-04,campaign_81,Google Campaign 81,google,477.25,102327,1935,46,5902.51
2025-12-05,campaign_81,Google Campaign 81,google,411.31,76002,2745,118,5711.27
2025-12-06,campaign_81,Google Campaign 81,google,391.21,80891,1750,40,2222.53
2025-12-07,campaign_81,Google Campaign 81,google,288.35,43946,1111,47,5310.38
2025-12-08,campaign_81,Google Campaign 81,google,363.6,59394,1577,31,1649.46
2025-12-09,campaign_81,Google Campaign 81,google,430.07,83093,3575,194,21050.77
2025-12-10,campaign_81,Google Campaign 81,google,425.78,81445,1557,67,7018.64
2025-12-11,campaign_81,Google Campaign 81,google,492.07,108778,2887,116,9669.16
2025-12-12,campaign_81,Google Campaign 81,google,407.2,74492,2776,87,4368.38
2025-12-13,campaign_81,Google Campaign 81,google,388.3,79689,2707,127,14390.77
2025-12-14,campaign_81,Google Campaign 81,google,281.64,41923,1421,59,6557.68
2025-12-15,campaign_81,Google Campaign 81,google,404.71,73584,2679,77,9988.58
2025-12-16,campaign_81,Google Campaign 81,google,518.53,120792,3887,167,7868.71
2025-12-17,campaign_81,Google Campaign 81,google,433.44,84399,3014,135,6996.98
2025-12-18,campaign_81,Google Campaign 81,google,556.7,139231,4856,173,9204.98
2025-12-19,campaign_81,Google Campaign 81,google,452.3,91906,3081,152,16225.61
2025-11-20,campaign_82,Tiktok Campaign 82,tiktok,488.77,59345,628,9,504.47
2025-11-21,campaign_82,Tiktok Campaign 82,tiktok,681.41,115343,1317,17,1776.78
2025-11-22,campaign_82,Tiktok Campaign 82,tiktok,492.28,70824,776,14,1740.22
2025-11-23,campaign_82,Tiktok Campaign 82,tiktok,659.04,126933,1018,10,1438.15
2025-11-24,campaign_82,Tiktok Campaign 82,tiktok,749.41,139513,1509,30,2572.6
2025-11-25,campaign_82,Tiktok Campaign 82,tiktok,710.82,125514,1440,16,2069.78
2025-11-26,campaign_82,Tiktok Campaign 82,tiktok,611.05,92750,976,13,1085.95
2025-11-27,campaign_82,Tiktok Campaign 82,tiktok,758.19,142799,1399,25,1278.77
2025-11-28,campaign_82,Tiktok Campaign 82,tiktok,739.73,135929,1746,29,3628.77
2025-11-29,campaign_82,Tiktok Campaign 82,tiktok,669.47,130983,1567,19,610.08
2025-11-30,campaign_82,Tiktok Campaign 82,tiktok,568.93,94594,1311,9,613.89
2025-12-01,campaign_82,Tiktok Campaign 82,tiktok,720.78,129055,1302,23,1525.17
2025-12-02,campaign_82,Tiktok Campaign 82,tiktok,758.42,142884,1776,21,1061.47
2025-12-03,campaign_82,Tiktok Campaign 82,tiktok,629.99,98592,979,12,503.97
2025-12-04,campaign_82,Tiktok Campaign 82,tiktok,741.63,136629,1109,14,2035.86
2025-12-05,campaign_82,Tiktok Campaign 82,tiktok,735.57,134406,1820,30,3094.8
2025-12-06,campaign_82,Tiktok Campaign 82,tiktok,639.42,119486,1602,21,2371.37
2025-12-07,campaign_82,Tiktok Campaign 82,tiktok,500.17,73112,815,15,2031.02
2025-12-08,campaign_82,Tiktok Campaign 82,tiktok,668.07,110871,1120,10,770.44
2025-12-09,campaign_82,Tiktok Campaign 82,tiktok,763.47,144796,1512,22,974.02
2025-12-10,campaign_82,Tiktok Campaign 82,tiktok,800.81,159306,1807,29,1419.58
2025-12-11,campaign_82,Tiktok Campaign 82,tiktok,705.14,123515,1368,28,1075.6
2025-12-12,campaign_82,Tiktok Campaign 82,tiktok,623.61,96604,871,10,1370.29
2025-12-13,campaign_82,Tiktok Campaign 82,tiktok,467.8,63954,877,5,610.65
2025-12-14,campaign_82,Tiktok Campaign 82,tiktok,590.3,101835,1088,16,1084.11
2025-12-15,campaign_82,Tiktok Campaign 82,tiktok,704.32,123230,1730,0,0.0
2025-12-16,campaign_82,Tiktok Campaign 82,tiktok,623.44,96550,951,13,690.15
2025-12-17,campaign_82,Tiktok Campaign 82,tiktok,629.85,98546,1001,21,935.41
2025-12-18,campaign_82,Tiktok Campaign 82,tiktok,737.73,135195,1022,18,1711.36
2025-12-19,campaign_82,Tiktok Campaign 82,tiktok,644.83,103292,1133,16,687.79
2025-11-20,campaign_83,Snapchat Campaign 83,snapchat,169.04,22836,224,3,454.64
2025-11-21,campaign_83,Snapchat Campaign 83,snapchat,214.5,36767,325,3,197.41
2025-11-22,campaign_83,Snapchat Campaign 83,snapchat,172.33,27919,177,1,126.69
2025-11-23,campaign_83,Snapchat Campaign 83,snapchat,178.96,30110,308,5,377.32
2025-11-24,campaign_83,Snapchat Campaign 83,snapchat,178.67,25510,219,3,153.91
2025-11-25,campaign_83,Snapchat Campaign 83,snapchat,163.83,21449,175,2,144.28
2025-11-26,campaign_83,Snapchat Campaign 83,snapchat,175.72,24675,180,2,124.81
2025-11-27,campaign_83,Snapchat Campaign 83,snapchat,172.85,23876,148,2,155.6
2025-11-28,campaign_83,Snapchat Campaign 83,snapchat,188.77,28476,255,2,75.18
2025-11-29,campaign_83,Snapchat Campaign 83,snapchat,141.2,18743,202,2,204.31
2025-11-30,campaign_83,Snapchat Campaign 83,snapchat,150.07,21173,165,2,60.42
2025-12-01,campaign_83,Snapchat Campaign 83,snapchat,172.3,23724,156,1,32.12
2025-12-02,campaign_83,Snapchat Campaign 83,snapchat,170.11,23125,186,2,160.51
2025-12-03,campaign_83,Snapchat Campaign 83,snapchat,168.72,22747,141,1,148.86
2025-12-04,campaign_83,Snapchat Campaign 83,snapchat,178.37,25426,214,4,215.98
2025-12-05,campaign_83,Snapchat Campaign 83,snapchat,203.58,33121,203,2,179.82
2025-12-06,campaign_83,Snapchat Campaign 83,snapchat,149.32,20960,131,1,130.99
2025-12-07,campaign_83,Snapchat Campaign 83,snapchat,170.59,27360,228,4,300.66
2025-12-08,campaign_83,Snapchat Campaign 83,snapchat,174.53,24343,191,1,27.75
2025-12-09,campaign_83,Snapchat Campaign 83,snapchat,196.89,30978,183,2,251.09
2025-12-10,campaign_83,Snapchat Campaign 83,snapchat,157.44,19809,161,2,109.89
2025-12-11,campaign_83,Snapchat Campaign 83,snapchat,211.29,35675,315,4,138.53
2025-12-12,campaign_83,Snapchat Campaign 83,snapchat,210.0,35240,253,4,115.65
2025-12-13,campaign_83,Snapchat Campaign 83,snapchat,145.8,19984,140,1,74.97
2025-12-14,campaign_83,Snapchat Campaign 83,snapchat,158.81,23711,194,2,97.52
2025-12-15,campaign_83,Snapchat Campaign 83,snapchat,155.61,19350,148,2,148.0
2025-12-16,campaign_83,Snapchat Campaign 83,snapchat,172.05,23654,251,2,213.96
2025-12-17,campaign_83,Snapchat Campaign 83,snapchat,207.43,34385,315,4,283.44
2025-12-18,campaign_83,Snapchat Campaign 83,snapchat,196.73,30927,159,1,51.97
2025-12-19,campaign_83,Snapchat Campaign 83,snapchat,191.68,29360,230,1,108.47
2025-11-20,campaign_84,Linkedin Campaign 84,linkedin,710.99,66866,334,7,1034.21
2025-11-21,campaign_84,Linkedin Campaign 84,linkedin,689.38,62862,375,6,1112.91
2025-11-22,campaign_84,Linkedin Campaign 84,linkedin,539.32,45263,231,4,151.43
2025-11-23,campaign_84,Linkedin Campaign 84,linkedin,570.46,50640,138,1,51.17
2025-11-24,campaign_84,Linkedin Campaign 84,linkedin,523.97,36315,171,1,107.3
2025-11-25,campaign_84,Linkedin Campaign 84,linkedin,607.26,48778,135,2,81.96
2025-11-26,campaign_84,Linkedin Campaign 84,linkedin,566.47,42444,215,2,183.74
2025-11-27,campaign_84,Linkedin Campaign 84,linkedin,822.15,89407,417,11,1139.42
2025-11-28,campaign_84,Linkedin Campaign 84,linkedin,769.65,78354,452,7,676.03
2025-11-29,campaign_84,Linkedin Campaign 84,linkedin,547.33,46618,228,5,413.67
2025-11-30,campaign_84,Linkedin Campaign 84,linkedin,472.62,34759,172,4,398.12
2025-12-01,campaign_84,Linkedin Campaign 84,linkedin,609.25,49098,236,3,258.62
2025-12-02,campaign_84,Linkedin Campaign 84,linkedin,583.63,45056,183,5,487.2
2025-12-03,campaign_84,Linkedin Campaign 84,linkedin,590.89,46182,266,4,420.83
2025-12-04,campaign_84,Linkedin Campaign 84,linkedin,581.1,44665,269,5,749.67
2025-12-05,campaign_84,Linkedin Campaign 84,linkedin,718.67,68318,450,9,515.71
2025-12-06,campaign_84,Linkedin Campaign 84,linkedin,544.22,46090,203,4,192.0
2025-12-07,campaign_84,Linkedin Campaign 84,linkedin,648.2,65384,302,6,609.9
2025-12-08,campaign_84,Linkedin Campaign 84,linkedin,654.56,56672,306,5,389.73
2025-12-09,campaign_84,Linkedin Campaign 84,linkedin,551.84,40280,248,6,526.44
2025-12-10,campaign_84,Linkedin Campaign 84,linkedin,651.19,56090,301,8,1060.36
2025-12-11,campaign_84,Linkedin Campaign 84,linkedin,634.74,53292,215,5,426.37
2025-12-12,campaign_84,Linkedin Campaign 84,linkedin,549.32,39914,250,7,670.47
2025-12-13,campaign_84,Linkedin Campaign 84,linkedin,439.18,30015,193,2,90.96
2025-12-14,campaign_84,Linkedin Campaign 84,linkedin,613.94,58655,264,2,92.09
2025-12-15,campaign_84,Linkedin Campaign 84,linkedin,646.93,55359,250,5,330.77
2025-12-16,campaign_84,Linkedin Campaign 84,linkedin,604.65,48360,217,2,129.72
2025-12-17,campaign_84,Linkedin Campaign 84,linkedin,486.27,31277,201,3,277.94
2025-12-18,campaign_84,Linkedin Campaign 84,linkedin,676.52,60539,395,9,1013.69
2025-12-19,campaign_84,Linkedin Campaign 84,linkedin,579.56,44429,244,6,593.78
2025-11-20,campaign_85,Meta Campaign 85,meta,654.3,82115,1856,49,4873.06
2025-11-21,campaign_85,Meta Campaign 85,meta,528.73,53622,1013,27,2837.77
2025-11-22,campaign_85,Meta Campaign 85,meta,634.67,90897,932,14,1094.84
2025-11-23,campaign_85,Meta Campaign 85,meta,498.29,56028,1038,43,6391.95
2025-11-24,campaign_85,Meta Campaign 85,meta,628.67,75808,1131,35,2354.81
2025-11-25,campaign_85,Meta Campaign 85,meta,667.44,85446,1577,37,5382.98
2025-11-26,campaign_85,Meta Campaign 85,meta,663.93,84549,1164,27,2849.67
2025-11-27,campaign_85,Meta Campaign 85,meta,681.78,89158,960,24,774.18
2025-11-28,campaign_85,Meta Campaign 85,meta,574.43,63291,979,11,1565.1
2025-11-29,campaign_85,Meta Campaign 85,meta,561.24,71081,848,20,958.52
2025-11-30,campaign_85,Meta Campaign 85,meta,597.63,80597,1617,28,2173.89
2025-12-01,campaign_85,Meta Campaign 85,meta,637.59,77976,1145,20,1483.64
2025-12-02,campaign_85,Meta Campaign 85,meta,732.68,102967,1569,13,755.67
2025-12-03,campaign_85,Meta Campaign 85,meta,528.11,53495,846,17,542.59
2025-12-04,campaign_85,Meta Campaign 85,meta,520.58,51981,854,21,1806.67
2025-12-05,campaign_85,Meta Campaign 85,meta,643.14,79339,1162,22,1004.9
2025-12-06,campaign_85,Meta Campaign 85,meta,581.6,76331,1303,25,2105.03
2025-12-07,campaign_85,Meta Campaign 85,meta,570.99,73572,899,23,2110.19
2025-12-08,campaign_85,Meta Campaign 85,meta,680.32,88775,1838,48,6214.33
2025-12-09,campaign_85,Meta Campaign 85,meta,650.16,81080,637,18,848.43
2025-12-10,campaign_85,Meta Campaign 85,meta,670.36,86196,1529,51,3960.33
2025-12-11,campaign_85,Meta Campaign 85,meta,661.55,83944,1333,34,3053.03
