date,source,day_of_week,is_weekend,emq_score,event_volume,event_loss_rate,data_freshness_min,api_success_rate,api_latency_ms,api_errors_count,match_rate,has_incident,incident_severity,health_score,health_status
2025-06-07,meta_capi,5,1,6.93,35264,0.0215,10.8,0.9786,20.37,5,0.8432,0,0,80.93,healthy
2025-06-07,google_analytics,5,1,6.72,73921,0.0268,28.37,0.9796,18.7,3,0.7798,0,0,79.62,healthy
2025-06-07,segment,5,1,9.48,18492,0.0227,11.05,0.9691,36.45,4,0.8895,0,0,93.17,healthy
2025-06-07,shopify,5,1,5.09,9765,0.1353,134.61,0.7881,1078.06,105,0.6004,1,2,33.37,degraded
2025-06-07,stripe,5,1,9.97,3071,0.023,10.78,0.993,196.98,8,0.8837,0,0,96.41,healthy
2025-06-08,meta_capi,6,1,7.93,41537,0.0217,23.22,0.9593,2.01,3,0.8055,0,0,85.13,healthy
2025-06-08,google_analytics,6,1,7.52,70039,0.0407,1.32,0.9843,113.98,5,0.8413,0,0,82.23,healthy
2025-06-08,segment,6,1,7.92,20431,0.0588,1.39,0.9572,65.44,8,0.8045,0,0,80.77,healthy
2025-06-08,shopify,6,1,7.56,14666,0.0216,11.08,0.99,38.07,5,0.842,0,0,84.62,healthy
2025-06-08,stripe,6,1,9.94,4071,0.0227,35.83,0.9931,374.71,4,0.8027,0,0,96.69,healthy
2025-06-09,meta_capi,0,0,8.86,43816,0.028,4.38,0.9644,2.9,3,0.801,0,0,89.44,healthy
2025-06-09,google_analytics,0,0,7.69,103198,0.0209,17.76,0.9891,154.35,4,0.8841,0,0,85.43,healthy
2025-06-09,segment,0,0,9.22,34860,0.0257,10.04,0.9569,73.6,6,0.8119,0,0,90.76,healthy
2025-06-09,shopify,0,0,7.6,21070,0.0412,32.81,0.9742,202.27,0,0.8376,0,0,82.57,healthy
2025-06-09,stripe,0,0,9.26,5203,0.0293,6.81,0.9833,69.96,9,0.9061,0,0,91.65,healthy
2025-06-10,meta_capi,1,0,8.46,42609,0.0571,30.41,0.9688,217.49,5,0.8546,0,0,84.55,healthy
2025-06-10,google_analytics,1,0,5.58,86871,0.0233,2.59,0.9889,361.11,4,0.9118,0,0,74.63,healthy
2025-06-10,segment,1,0,8.66,27463,0.0478,26.2,0.964,8.58,5,0.8871,0,0,86.21,healthy
2025-06-10,shopify,1,0,7.76,22709,0.0211,27.28,0.9892,8.66,6,0.8957,0,0,85.56,healthy
2025-06-10,stripe,1,0,10.0,5705,0.0561,4.65,0.9887,50.13,10,0.8894,0,0,92.83,healthy
2025-06-11,meta_capi,2,0,8.69,47584,0.0942,62.65,0.8777,555.16,57,0.7838,1,1,71.94,healthy
2025-06-11,google_analytics,2,0,7.41,99489,0.0244,4.35,0.9841,146.74,3,0.8457,0,0,83.49,healthy
2025-06-11,segment,2,0,8.26,26957,0.0201,4.03,0.9693,94.72,4,0.9029,0,0,87.36,healthy
2025-06-11,shopify,2,0,8.51,19453,0.026,10.79,0.9838,31.95,4,0.8185,0,0,88.75,healthy
2025-06-11,stripe,2,0,9.9,5479,0.0322,11.46,0.9893,206.8,4,0.9595,0,0,95.35,healthy
2025-06-12,meta_capi,3,0,8.56,48556,0.024,1.42,0.9759,65.21,8,0.8204,0,0,88.41,healthy
2025-06-12,google_analytics,3,0,6.49,103028,0.0288,20.79,0.9864,11.07,5,0.7838,0,0,78.42,healthy
2025-06-12,segment,3,0,9.03,34203,0.0257,39.58,0.9655,99.43,8,0.8438,0,0,90.05,healthy
2025-06-12,shopify,3,0,7.99,20430,0.0275,5.82,0.9896,226.0,5,0.863,0,0,86.19,healthy
2025-06-12,stripe,3,0,9.72,5219,0.021,9.63,0.9939,23.37,10,0.9416,0,0,95.19,healthy
2025-06-13,meta_capi,4,0,8.62,58581,0.0407,2.17,0.9791,44.26,8,0.728,0,0,87.2,healthy
2025-06-13,google_analytics,4,0,7.09,94732,0.0245,48.07,0.9871,140.69,7,0.8858,0,0,81.63,healthy
2025-06-13,segment,4,0,9.22,33923,0.0386,12.63,0.9676,272.66,5,0.8591,0,0,90.13,healthy
2025-06-13,shopify,4,0,9.06,17113,0.02,4.22,0.9839,10.45,4,0.7838,0,0,92.09,healthy
2025-06-13,stripe,4,0,9.64,4376,0.0234,9.69,0.9796,28.42,4,0.8972,0,0,94.46,healthy
2025-06-14,meta_capi,5,1,8.91,28956,0.051,3.22,0.9693,165.8,6,0.8036,0,0,87.3,healthy
2025-06-14,google_analytics,5,1,7.59,73540,0.0277,16.28,0.9894,80.97,5,0.8074,0,0,84.17,healthy
2025-06-14,segment,5,1,8.45,21075,0.0419,17.75,0.9675,46.6,7,0.8866,0,0,85.73,healthy
2025-06-14,shopify,5,1,7.96,12458,0.0222,2.71,0.9825,26.01,6,0.9269,0,0,86.12,healthy
2025-06-14,stripe,5,1,10.0,3711,0.0217,15.6,0.994,138.84,3,0.9547,0,0,97.23,healthy
2025-06-15,meta_capi,6,1,8.84,36830,0.0289,6.54,0.9767,90.97,4,0.8183,0,0,89.76,healthy
2025-06-15,google_analytics,6,1,6.39,49335,0.102,70.47,0.8776,622.68,53,0.783,1,1,59.28,risk
2025-06-15,segment,6,1,9.57,19647,0.0371,2.1,0.969,41.68,4,0.8188,0,0,92.21,healthy
2025-06-15,shopify,6,1,7.56,15547,0.0291,15.51,0.9829,12.55,8,0.7779,0,0,83.23,healthy
2025-06-15,stripe,6,1,9.7,3508,0.0203,38.8,0.9855,74.29,3,0.8133,0,0,95.42,healthy
2025-06-16,meta_capi,0,0,8.54,57798,0.0305,9.67,0.9704,63.75,7,0.8735,0,0,87.45,healthy
2025-06-16,google_analytics,0,0,8.22,111743,0.0233,12.21,0.9838,14.44,6,0.7783,0,0,87.37,healthy
2025-06-16,segment,0,0,7.87,24790,0.0297,13.2,0.9684,241.04,5,0.8716,0,0,84.3,healthy
2025-06-16,shopify,0,0,8.73,20109,0.0319,0.86,0.9883,171.05,2,0.7682,0,0,89.67,healthy
2025-06-16,stripe,0,0,10.0,4305,0.0207,3.65,0.9943,37.46,8,0.771,0,0,96.85,healthy
2025-06-17,meta_capi,1,0,8.61,57180,0.0208,1.69,0.9766,93.96,4,0.8417,0,0,89.4,healthy
2025-06-17,google_analytics,1,0,7.77,96811,0.0286,30.95,0.98,46.45,5,0.8267,0,0,84.51,healthy
2025-06-17,segment,1,0,8.26,22185,0.0739,66.22,0.8643,505.99,55,0.8073,1,1,71.0,healthy
2025-06-17,shopify,1,0,8.81,20456,0.0392,5.68,0.9863,66.43,4,0.8115,0,0,89.04,healthy
2025-06-17,stripe,1,0,9.28,5893,0.0228,16.56,0.9883,59.44,9,0.7881,0,0,92.62,healthy
2025-06-18,meta_capi,2,0,9.07,52292,0.0389,9.82,0.9698,44.54,6,0.9137,0,0,89.36,healthy
2025-06-18,google_analytics,2,0,7.94,107042,0.0244,10.78,0.9844,322.52,8,0.8664,0,0,85.66,healthy
2025-06-18,segment,2,0,7.54,30797,0.0216,9.5,0.9611,1.56,1,0.7928,0,0,83.49,healthy
2025-06-18,shopify,2,0,8.42,23561,0.0294,4.41,0.9771,149.31,6,0.8824,0,0,87.44,healthy
2025-06-18,stripe,2,0,8.92,4046,0.0214,15.95,0.9869,444.0,6,0.8336,0,0,91.18,healthy
2025-06-19,meta_capi,3,0,8.56,50646,0.0231,36.39,0.9777,4.66,4,0.745,0,0,88.97,healthy
2025-06-19,google_analytics,3,0,8.24,108737,0.025,35.3,0.9859,59.85,4,0.7759,0,0,87.59,healthy
2025-06-19,segment,3,0,9.57,33915,0.0331,68.11,0.9684,207.94,6,0.7971,0,0,91.55,healthy
2025-06-19,shopify,3,0,7.41,16243,0.0257,12.64,0.9795,263.41,6,0.8789,0,0,82.84,healthy
2025-06-19,stripe,3,0,6.33,2937,0.1391,142.42,0.7933,1039.15,109,0.7071,1,2,38.26,degraded
2025-06-20,meta_capi,4,0,7.44,57248,0.0393,0.34,0.9753,45.86,7,0.8288,0,0,81.35,healthy
2025-06-20,google_analytics,4,0,7.75,93163,0.0276,0.95,0.9888,66.52,9,0.8818,0,0,84.52,healthy
2025-06-20,segment,4,0,9.24,33546,0.0288,16.69,0.9469,9.5,5,0.8634,0,0,90.18,healthy
2025-06-20,shopify,4,0,7.81,22681,0.024,10.04,0.9758,25.77,7,0.8197,0,0,84.74,healthy
2025-06-20,stripe,4,0,9.72,5322,0.0204,27.17,0.9936,56.6,4,0.8129,0,0,95.82,healthy
2025-06-21,meta_capi,5,1,8.42,33930,0.0321,42.91,0.9784,58.01,4,0.8897,0,0,87.4,healthy
2025-06-21,google_analytics,5,1,8.03,68949,0.0233,3.94,0.9796,18.75,5,0.8541,0,0,86.3,healthy
2025-06-21,segment,5,1,9.87,24335,0.0432,5.97,0.9548,2.52,5,0.8714,0,0,92.26,healthy
2025-06-21,shopify,5,1,8.27,14975,0.0223,40.47,0.9885,16.24,2,0.8652,0,0,88.32,healthy
2025-06-21,stripe,5,1,8.97,3645,0.037,21.49,0.9935,28.14,3,0.8011,0,0,90.51,healthy
2025-06-22,meta_capi,6,1,8.13,37899,0.0289,5.74,0.976,131.2,1,0.7525,0,0,86.47,healthy
2025-06-22,google_analytics,6,1,7.69,61993,0.0257,3.3,0.986,12.34,1,0.8076,0,0,85.08,healthy
2025-06-22,segment,6,1,9.22,17370,0.0211,10.67,0.9669,302.78,8,0.8125,0,0,91.52,healthy
2025-06-22,shopify,6,1,7.93,13678,0.0212,27.2,0.9899,179.57,5,0.8674,0,0,86.51,healthy
2025-06-22,stripe,6,1,9.36,3357,0.0219,7.24,0.9847,45.12,6,0.9025,0,0,93.25,healthy
2025-06-23,meta_capi,0,0,9.15,42667,0.0212,38.28,0.973,89.11,8,0.8711,0,0,91.47,healthy
2025-06-23,google_analytics,0,0,7.35,116700,0.026,20.46,0.9869,25.85,6,0.9185,0,0,82.88,healthy
2025-06-23,segment,0,0,8.94,26037,0.0306,14.2,0.9622,29.29,5,0.8488,0,0,89.23,healthy
2025-06-23,shopify,0,0,8.59,20722,0.0221,13.05,0.9865,50.86,2,0.8364,0,0,89.84,healthy
2025-06-23,stripe,0,0,8.65,5851,0.0247,21.27,0.9912,121.77,5,0.8133,0,0,89.84,healthy
2025-06-24,meta_capi,1,0,8.49,43856,0.0299,58.25,0.9769,170.1,7,0.838,0,0,87.63,healthy
2025-06-24,google_analytics,1,0,8.14,115841,0.0254,0.27,0.9801,19.15,2,0.847,0,0,86.97,healthy
2025-06-24,segment,1,0,8.91,27685,0.0435,30.53,0.9686,8.47,3,0.8053,0,0,88.35,healthy
2025-06-24,shopify,1,0,7.48,22860,0.0206,3.64,0.9573,56.75,7,0.8834,0,0,82.53,healthy
2025-06-24,stripe,1,0,8.9,4805,0.0242,7.68,0.9878,65.88,6,0.8637,0,0,90.88,healthy
2025-06-25,meta_capi,2,0,8.85,53524,0.0242,11.76,0.9708,214.87,3,0.8326,0,0,90.07,healthy
2025-06-25,google_analytics,2,0,7.33,109601,0.0299,7.07,0.9892,123.55,3,0.9011,0,0,82.82,healthy
2025-06-25,segment,2,0,9.77,25326,0.0382,12.16,0.9641,355.44,3,0.871,0,0,92.92,healthy
2025-06-25,shopify,2,0,8.01,20752,0.0323,26.82,0.9894,166.11,7,0.8955,0,0,85.57,healthy
2025-06-25,stripe,2,0,9.79,5213,0.0283,29.59,0.9864,13.04,7,0.8997,0,0,94.71,healthy
2025-06-26,meta_capi,3,0,8.62,45521,0.0259,1.37,0.9783,152.09,5,0.8304,0,0,88.95,healthy
2025-06-26,google_analytics,3,0,7.66,105582,0.0309,8.02,0.9898,153.45,8,0.8787,0,0,83.88,healthy
2025-06-26,segment,3,0,8.42,34037,0.0499,24.57,0.9676,155.44,2,0.9284,0,0,85.3,healthy
2025-06-26,shopify,3,0,7.89,17652,0.055,0.38,0.9823,38.77,2,0.8667,0,0,82.87,healthy
2025-06-26,stripe,3,0,9.37,4099,0.0212,1.11,0.9879,66.47,8,0.8434,0,0,93.34,healthy
2025-06-27,meta_capi,4,0,7.26,59723,0.0372,8.56,0.9735,31.41,3,0.8271,0,0,80.94,healthy
2025-06-27,google_analytics,4,0,8.03,82958,0.0219,33.07,0.9853,300.14,10,0.7579,0,0,86.2,healthy
2025-06-27,segment,4,0,8.79,34865,0.0204,3.72,0.9681,95.94,3,0.8226,0,0,90.04,healthy
2025-06-27,shopify,4,0,7.65,21834,0.024,15.9,0.9884,84.57,7,0.8472,0,0,84.58,healthy
2025-06-27,stripe,4,0,9.01,4691,0.0216,15.16,0.9801,572.41,5,0.8494,0,0,91.39,healthy
2025-06-28,meta_capi,5,1,8.14,37735,0.0229,5.6,0.9794,200.0,6,0.8417,0,0,86.76,healthy
2025-06-28,google_analytics,5,1,7.03,64589,0.0264,8.95,0.9838,97.67,5,0.8837,0,0,81.21,healthy
2025-06-28,segment,5,1,8.79,16846,0.0204,4.2,0.9694,76.22,9,0.8699,0,0,89.46,healthy
2025-06-28,shopify,5,1,7.22,13617,0.0301,4.46,0.9897,1.03,1,0.8704,0,0,82.46,healthy
2025-06-28,stripe,5,1,9.12,4181,0.0237,2.04,0.9911,195.16,10,0.8145,0,0,91.79,healthy
2025-06-29,meta_capi,6,1,8.44,40208,0.0225,9.72,0.9793,50.27,5,0.7831,0,0,88.4,healthy
2025-06-29,google_analytics,6,1,7.26,70435,0.0284,3.76,0.9829,37.04,8,0.8183,0,0,81.79,healthy
2025-06-29,segment,6,1,9.7,23282,0.0452,11.43,0.9695,88.84,3,0.8394,0,0,92.13,healthy
2025-06-29,shopify,6,1,8.17,16699,0.0207,35.0,0.9816,37.72,7,0.8875,0,0,87.14,healthy
2025-06-29,stripe,6,1,9.83,4074,0.0201,24.84,0.9811,155.73,2,0.8874,0,0,95.99,healthy
2025-06-30,meta_capi,0,0,7.67,52488,0.0375,41.42,0.9719,55.63,5,0.7999,0,0,82.72,healthy
2025-06-30,google_analytics,0,0,7.35,91915,0.0282,7.61,0.9844,5.72,3,0.8277,0,0,82.86,healthy
2025-06-30,segment,0,0,9.16,25459,0.0207,55.26,0.9643,54.04,5,0.8822,0,0,91.43,healthy
2025-06-30,shopify,0,0,7.36,23356,0.0446,67.9,0.9796,611.22,4,0.8724,0,0,80.11,healthy
2025-06-30,stripe,0,0,9.86,4008,0.0202,9.41,0.9936,117.07,3,0.8303,0,0,96.65,healthy
2025-07-01,meta_capi,1,0,8.31,41868,0.0266,1.43,0.9793,27.39,8,0.9178,0,0,87.03,healthy
2025-07-01,google_analytics,1,0,7.94,113853,0.0313,46.19,0.9864,245.13,7,0.8758,0,0,85.19,healthy
2025-07-01,segment,1,0,8.82,27849,0.0249,14.62,0.9691,197.04,5,0.8615,0,0,89.54,healthy
2025-07-01,shopify,1,0,7.88,20714,0.0232,2.89,0.9825,293.35,3,0.8064,0,0,85.9,healthy
2025-07-01,stripe,1,0,9.69,4633,0.0306,1.25,0.9936,148.58,10,0.8417,0,0,94.07,healthy
2025-07-02,meta_capi,2,0,9.22,57098,0.0566,8.68,0.9797,138.28,6,0.757,0,0,88.81,healthy
2025-07-02,google_analytics,2,0,6.71,114043,0.0281,3.48,0.9851,44.27,7,0.8631,0,0,79.32,healthy
2025-07-02,segment,2,0,9.59,33083,0.0338,10.7,0.9617,57.46,8,0.7834,0,0,91.84,healthy
2025-07-02,shopify,2,0,7.8,19710,0.0254,2.42,0.9742,51.8,3,0.8915,0,0,84.86,healthy
2025-07-02,stripe,2,0,10.0,4103,0.0224,1.16,0.9933,98.74,5,0.9095,0,0,96.93,healthy
2025-07-03,meta_capi,3,0,7.91,43544,0.0406,20.36,0.9746,52.23,7,0.8721,0,0,83.49,healthy
2025-07-03,google_analytics,3,0,7.66,90700,0.0372,81.42,0.9896,64.06,9,0.8213,0,0,81.04,healthy
2025-07-03,segment,3,0,8.78,31360,0.0232,4.81,0.9694,12.11,7,0.9504,0,0,89.38,healthy
2025-07-03,shopify,3,0,9.08,16226,0.0202,2.08,0.9886,56.13,5,0.831,0,0,92.3,healthy
2025-07-03,stripe,3,0,8.96,4753,0.0299,11.89,0.9937,42.13,7,0.8331,0,0,90.79,healthy
2025-07-04,meta_capi,4,0,9.13,40759,0.0293,9.95,0.9794,32.56,6,0.9068,0,0,91.07,healthy
2025-07-04,google_analytics,4,0,8.49,89335,0.0483,13.33,0.9881,59.73,5,0.7797,0,0,86.52,healthy
2025-07-04,segment,4,0,8.09,26791,0.0296,10.67,0.9461,408.73,5,0.9001,0,0,84.28,healthy
2025-07-04,shopify,4,0,8.75,19883,0.0241,1.29,0.986,31.65,4,0.8461,0,0,90.23,healthy
2025-07-04,stripe,4,0,9.66,4667,0.0683,1.63,0.9947,193.52,3,0.8607,0,0,90.89,healthy
2025-07-05,meta_capi,5,1,9.06,38865,0.0277,23.95,0.9755,37.77,7,0.8838,0,0,90.62,healthy
2025-07-05,google_analytics,5,1,7.44,73097,0.0213,38.66,0.9896,265.94,7,0.8309,0,0,83.87,healthy
2025-07-05,segment,5,1,8.8,19251,0.0345,21.66,0.9683,8.49,1,0.7808,0,0,88.87,healthy
2025-07-05,shopify,5,1,7.99,12635,0.0422,10.13,0.9854,10.06,7,0.8647,0,0,84.31,healthy
2025-07-05,stripe,5,1,9.77,3660,0.0314,6.49,0.9931,115.27,3,0.8096,0,0,95.07,healthy
2025-07-06,meta_capi,6,1,8.73,29964,0.0289,3.37,0.9722,153.11,7,0.8467,0,0,88.66,healthy
2025-07-06,google_analytics,6,1,7.5,78210,0.0216,16.17,0.988,41.73,5,0.7812,0,0,84.25,healthy
2025-07-06,segment,6,1,9.46,18922,0.024,11.55,0.9688,166.68,6,0.8703,0,0,92.75,healthy
2025-07-06,shopify,6,1,8.14,13190,0.0233,27.57,0.9897,50.52,4,0.8352,0,0,87.46,healthy
2025-07-06,stripe,6,1,9.97,3238,0.0285,10.42,0.9916,60.9,8,0.8532,0,0,95.76,healthy
2025-07-07,meta_capi,0,0,9.1,43125,0.0277,3.93,0.9732,75.09,4,0.766,0,0,91.0,healthy
2025-07-07,google_analytics,0,0,7.91,88558,0.0558,2.31,0.9895,11.9,6,0.8668,0,0,82.85,healthy
2025-07-07,segment,0,0,8.92,31123,0.0231,15.57,0.9487,5.03,6,0.9129,0,0,89.13,healthy
2025-07-07,shopify,0,0,8.19,23305,0.0226,1.94,0.99,70.9,5,0.906,0,0,87.7,healthy
2025-07-07,stripe,0,0,9.1,4452,0.0263,8.3,0.9933,18.9,6,0.827,0,0,91.92,healthy
2025-07-08,meta_capi,1,0,9.28,53604,0.0235,6.01,0.9743,42.99,3,0.8901,0,0,92.48,healthy
2025-07-08,google_analytics,1,0,7.3,82590,0.0334,3.56,0.9875,6.63,5,0.8752,0,0,82.03,healthy
2025-07-08,segment,1,0,9.78,34080,0.0364,0.25,0.969,106.39,8,0.8623,0,0,92.89,healthy
2025-07-08,shopify,1,0,7.84,19744,0.0629,8.31,0.9854,5.61,3,0.9195,0,0,81.87,healthy
2025-07-08,stripe,1,0,8.9,4383,0.0306,0.83,0.9931,16.19,4,0.8724,0,0,90.7,healthy
2025-07-09,meta_capi,2,0,8.81,44354,0.023,1.6,0.9753,113.9,6,0.8448,0,0,89.94,healthy
2025-07-09,google_analytics,2,0,8.03,115252,0.0288,22.62,0.9886,113.38,6,0.9207,0,0,86.1,healthy
2025-07-09,segment,2,0,8.97,25461,0.029,6.34,0.9698,78.01,6,0.8524,0,0,89.84,healthy
2025-07-09,shopify,2,0,8.33,23583,0.0326,31.99,0.9849,49.05,2,0.8139,0,0,87.43,healthy
2025-07-09,stripe,2,0,10.0,5115,0.0232,9.69,0.9918,49.17,7,0.747,0,0,96.57,healthy
2025-07-10,meta_capi,3,0,8.74,52984,0.0209,2.18,0.9792,99.54,6,0.8373,0,0,89.95,healthy
2025-07-10,google_analytics,3,0,8.29,99604,0.0203,1.0,0.9861,126.87,9,0.8751,0,0,87.85,healthy
2025-07-10,segment,3,0,8.78,32320,0.0449,7.53,0.969,33.56,4,0.8248,0,0,87.45,healthy
2025-07-10,shopify,3,0,7.67,20826,0.0311,15.96,0.987,42.55,4,0.8919,0,0,84.18,healthy
2025-07-10,stripe,3,0,9.2,4673,0.034,5.23,0.9878,136.83,5,0.8555,0,0,91.5,healthy
2025-07-11,meta_capi,4,0,7.96,53655,0.0256,13.43,0.9734,72.35,6,0.8729,0,0,85.33,healthy
2025-07-11,google_analytics,4,0,7.93,108865,0.0215,31.44,0.989,159.58,3,0.809,0,0,86.66,healthy
2025-07-11,segment,4,0,8.48,25352,0.0208,20.43,0.9638,6.02,9,0.8569,0,0,87.63,healthy
2025-07-11,shopify,4,0,8.55,17381,0.023,9.47,0.9887,88.83,7,0.7763,0,0,89.17,healthy
2025-07-11,stripe,4,0,9.15,4743,0.0203,2.21,0.994,5.59,6,0.8773,0,0,92.8,healthy
2025-07-12,meta_capi,5,1,9.42,38663,0.0279,14.82,0.9663,35.53,5,0.7846,0,0,92.15,healthy
2025-07-12,google_analytics,5,1,7.44,75041,0.0428,2.2,0.9886,78.24,4,0.93,0,0,81.97,healthy
2025-07-12,segment,5,1,9.24,24825,0.0253,45.68,0.9613,65.59,4,0.8227,0,0,91.36,healthy
2025-07-12,shopify,5,1,8.22,12527,0.0239,9.85,0.9855,33.88,3,0.8717,0,0,87.69,healthy
2025-07-12,stripe,5,1,9.74,3005,0.028,2.34,0.9903,270.69,2,0.7139,0,0,95.2,healthy
2025-07-13,meta_capi,6,1,8.35,30429,0.0247,8.11,0.9782,106.89,6,0.81,0,0,87.58,healthy
2025-07-13,google_analytics,6,1,6.63,82408,0.0415,1.31,0.9864,25.5,6,0.8303,0,0,77.73,healthy
2025-07-13,segment,6,1,8.67,24862,0.0273,7.68,0.9663,150.95,6,0.7939,0,0,88.34,healthy
2025-07-13,shopify,6,1,7.96,14690,0.031,11.86,0.9889,140.71,4,0.8775,0,0,85.75,healthy
2025-07-13,stripe,6,1,9.62,3897,0.0308,10.94,0.9941,383.77,5,0.845,0,0,94.23,healthy
2025-07-14,meta_capi,0,0,9.23,56262,0.0354,33.12,0.976,343.11,6,0.944,0,0,90.79,healthy
2025-07-14,google_analytics,0,0,7.34,97055,0.048,8.39,0.9878,58.08,9,0.8701,0,0,80.41,healthy
2025-07-14,segment,0,0,8.73,27391,0.0312,0.28,0.963,30.84,4,0.809,0,0,88.3,healthy
2025-07-14,shopify,0,0,8.17,18338,0.0255,18.4,0.9719,223.62,2,0.9025,0,0,86.72,healthy
2025-07-14,stripe,0,0,6.29,3276,0.1298,124.07,0.7915,1260.66,105,0.5751,1,2,41.14,degraded
2025-07-15,meta_capi,1,0,8.1,50229,0.021,38.05,0.9779,238.74,1,0.8792,0,0,87.17,healthy
2025-07-15,google_analytics,1,0,7.1,84411,0.0248,42.26,0.9841,202.21,3,0.8517,0,0,81.91,healthy
2025-07-15,segment,1,0,9.13,31647,0.0334,3.0,0.954,101.82,9,0.7858,0,0,89.12,healthy
2025-07-15,shopify,1,0,7.73,18038,0.0236,6.7,0.9873,10.41,4,0.824,0,0,85.23,healthy
2025-07-15,stripe,1,0,10.0,5907,0.0383,8.33,0.9898,19.49,7,0.8011,0,0,94.96,healthy
2025-07-16,meta_capi,2,0,8.22,55930,0.0234,3.24,0.9618,44.89,8,0.8905,0,0,86.03,healthy
2025-07-16,google_analytics,2,0,8.08,106142,0.0383,43.37,0.9884,18.59,3,0.8728,0,0,85.67,healthy
2025-07-16,segment,2,0,8.37,28273,0.0219,1.69,0.9581,605.35,2,0.8298,0,0,87.37,healthy
2025-07-16,shopify,2,0,7.67,17606,0.0349,18.7,0.985,48.97,5,0.8016,0,0,83.63,healthy
2025-07-16,stripe,2,0,9.85,4661,0.0278,47.84,0.9938,106.37,1,0.9786,0,0,96.05,healthy
2025-07-17,meta_capi,3,0,8.62,54066,0.0223,16.55,0.979,95.05,4,0.7879,0,0,89.44,healthy
2025-07-17,google_analytics,3,0,7.1,83665,0.0212,19.46,0.9756,94.35,3,0.7763,0,0,81.87,healthy
2025-07-17,segment,3,0,7.41,27982,0.0715,71.57,0.8655,578.41,52,0.7427,1,1,66.84,risk
2025-07-17,shopify,3,0,8.13,21542,0.0276,8.54,0.9876,184.32,6,0.7839,0,0,86.67,healthy
2025-07-17,stripe,3,0,9.47,5008,0.0389,4.03,0.9813,309.9,6,0.8461,0,0,91.92,healthy
2025-07-18,meta_capi,4,0,7.42,43718,0.02,10.67,0.9759,174.26,7,0.8557,0,0,83.19,healthy
2025-07-18,google_analytics,4,0,6.54,106603,0.0383,6.7,0.9872,401.28,6,0.8306,0,0,77.61,healthy
2025-07-18,segment,4,0,8.96,33929,0.0202,16.87,0.9565,27.04,5,0.8208,0,0,90.08,healthy
2025-07-18,shopify,4,0,8.46,18688,0.0219,13.04,0.9867,130.5,4,0.9093,0,0,89.04,healthy
2025-07-18,stripe,4,0,9.35,4372,0.0337,5.91,0.9895,126.19,6,0.8451,0,0,92.26,healthy
2025-07-19,meta_capi,5,1,8.68,37970,0.0238,11.63,0.9741,54.7,4,0.7913,0,0,89.33,healthy
2025-07-19,google_analytics,5,1,6.7,62563,0.0276,1.82,0.986,0.13,5,0.8132,0,0,79.53,healthy
2025-07-19,segment,5,1,9.09,23817,0.0296,15.07,0.9661,262.09,6,0.7765,0,0,90.22,healthy
2025-07-19,shopify,5,1,7.95,16170,0.0284,17.16,0.9879,84.73,4,0.7794,0,0,85.92,healthy
2025-07-19,stripe,5,1,9.55,4008,0.0254,20.43,0.9853,37.11,3,0.7515,0,0,94.18,healthy
2025-07-20,meta_capi,6,1,8.84,34108,0.0278,3.3,0.9772,69.66,4,0.9422,0,0,89.86,healthy
2025-07-20,google_analytics,6,1,7.31,63207,0.0248,6.6,0.9877,38.31,7,0.8856,0,0,82.73,healthy
2025-07-20,segment,6,1,10.0,24354,0.055,15.1,0.9628,8.75,5,0.7779,0,0,92.13,healthy
2025-07-20,shopify,6,1,7.44,11557,0.024,3.94,0.979,5.65,3,0.8717,0,0,83.47,healthy
2025-07-20,stripe,6,1,4.39,1383,0.1731,186.34,0.6898,1714.4,153,0.6214,1,3,11.22,critical
2025-07-21,meta_capi,0,0,8.1,59194,0.0411,21.08,0.9664,24.86,8,0.8461,0,0,83.89,healthy
2025-07-21,google_analytics,0,0,7.59,95653,0.0522,6.12,0.9825,193.39,7,0.7573,0,0,81.16,healthy
2025-07-21,segment,0,0,8.79,33414,0.0291,33.57,0.9691,54.59,2,0.8724,0,0,89.29,healthy
2025-07-21,shopify,0,0,7.76,22022,0.0307,13.05,0.9862,185.43,4,0.7945,0,0,84.63,healthy
2025-07-21,stripe,0,0,9.27,4183,0.0316,8.4,0.985,118.64,1,0.8486,0,0,92.34,healthy
2025-07-22,meta_capi,1,0,9.48,44746,0.0258,29.08,0.9791,30.86,5,0.8668,0,0,93.29,healthy
2025-07-22,google_analytics,1,0,7.84,86568,0.0206,1.93,0.9767,80.24,7,0.7911,0,0,85.26,healthy
2025-07-22,segment,1,0,9.39,27088,0.0231,7.95,0.9686,13.83,6,0.847,0,0,92.47,healthy
2025-07-22,shopify,1,0,7.17,18422,0.0262,4.35,0.9877,160.92,4,0.7752,0,0,82.21,healthy
2025-07-22,stripe,1,0,9.84,5165,0.0281,29.42,0.9945,42.62,5,0.7962,0,0,95.63,healthy
2025-07-23,meta_capi,2,0,8.52,41277,0.0244,13.78,0.9759,51.86,5,0.8053,0,0,88.44,healthy
2025-07-23,google_analytics,2,0,4.26,44491,0.1738,189.86,0.6727,1611.52,152,0.639,1,3,9.37,critical
2025-07-23,segment,2,0,8.78,35044,0.0411,9.16,0.9674,80.97,3,0.7761,0,0,87.87,healthy
2025-07-23,shopify,2,0,7.51,16147,0.0216,7.13,0.9842,25.93,5,0.6884,0,0,84.09,healthy
